ISO_code,start_year,start_month,End_intended,Start_intended,measure,Instrument_subtype,name,policy_changed,policy_changed_detail,Actors,Technology_type,Technology_requirement,Technology_type_multiple,multiple_condition_attributes,Condition_minimum_1,Condition_maximum_1,Condition_unit_1,Condition_notes_1,level_1,instrument_level1_unit,Condition_minimum_2,Condition_maximum_2,Condition_unit_2,Condition_notes_2,level_2,level_2_unit,Condition_minimum_3,Condition_maximum_3,Condition_unit_3,Condition_notes_3,level_3,level_3_unit,cap_possible,cap,cap_unit,cap_unit_notes,tender_amount_tendered,tender_amount_contracted,tender_unit,Government_budget,Government_budget_currency,loan_interest_rate,notes,source,IEA_name,CPDB_code,publication_year,publication_month
GRC,2020,,,,fee decrease,decreased user charge - parking,parking fee exemption,yes,Introduced,city/local government,Electric vehicles,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,https://www.kodiko.gr/nomologia/download_fek?f=fek/2020/a/fek_a_142_2020.pdf&t=f8bd24de41812664267b0a50c8c264d11 ; https://web.archive.org/web/20220416161728/https://alternative-fuels-observatory.ec.europa.eu/transport-mode/road/greece/incentives-legislations ,,4710_20,2023,August
GRC,2021,,,,fee decrease,decreased user charge - parking,parking fee exemption,no,,city/local government,Electric vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.kodiko.gr/nomologia/download_fek?f=fek/2020/a/fek_a_142_2020.pdf&t=f8bd24de41812664267b0a50c8c264d11 ; https://web.archive.org/web/20220416161728/https://alternative-fuels-observatory.ec.europa.eu/transport-mode/road/greece/incentives-legislations ,,4710_20,,
GRC,2022,June,,,fee decrease,decreased user charge - parking,parking fee exemption,yes,Ended,city/local government,Electric vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.kodiko.gr/nomologia/download_fek?f=fek/2020/a/fek_a_142_2020.pdf&t=f8bd24de41812664267b0a50c8c264d11 ; https://web.archive.org/web/20220416161728/https://alternative-fuels-observatory.ec.europa.eu/transport-mode/road/greece/incentives-legislations ,,4710_20,,
IRL,2018,July,,,fee decrease,decreased user charge - road toll,Electric Vehicle Toll Incentive Scheme /Low Emissions Vehicle Toll Incentive (LEVTI),yes,Introduced,individuals,Plug-in Hybrid Vehicles,,,,,,,,25,% toll reduction,,,,,,,,,,,,,yes,500,EUR,EUR per year,,,,,,,"Collective budget: 50,000 cars. Instrument depend on Tollway location, transaction time and day","https://etoll.ie/wp-content/uploads/2022/12/LEVTI_FAQs-Jan-2023.pdf
https://mcmahonandco.ie/2023/05/31/low-emissions-vehicle-toll-incentive/ 
https://alternative-fuels-observatory.ec.europa.eu/system/files/documents/2022-12/2019%20Ireland%20NIR.pdf https://www.eflow.ie/wp-content/uploads/2021/05/eflow_LEVTI_DRW_Leaflet-option-2-modification_V4.0.pdf",,,,
IRL,2018,July,2022_December,,fee decrease,decreased user charge - road toll,Electric Vehicle Toll Incentive Scheme /Low Emissions Vehicle Toll Incentive (LEVTI),yes,Introduced,individuals,Electric vehicles,,,,,,,,50,% toll reduction,,,,,,,,,,,,,yes,500,EUR,EUR per year,,,,,,,"Collective budget: 50,000 cars. Instrument depend on Tollway location, transaction time and day","https://etoll.ie/wp-content/uploads/2022/12/LEVTI_FAQs-Jan-2023.pdf
https://mcmahonandco.ie/2023/05/31/low-emissions-vehicle-toll-incentive/ 
https://alternative-fuels-observatory.ec.europa.eu/system/files/documents/2022-12/2019%20Ireland%20NIR.pdf https://www.eflow.ie/wp-content/uploads/2021/05/eflow_LEVTI_DRW_Leaflet-option-2-modification_V4.0.pdf",,,,
IRL,2019,,,,fee decrease,decreased user charge - road toll,Electric Vehicle Toll Incentive Scheme /Low Emissions Vehicle Toll Incentive (LEVTI),no,,individuals,Plug-in Hybrid Vehicles,,,,,,,,25,% toll reduction,,,,,,,,,,,,,yes,500,EUR,EUR per year,,,,,,,"Collective budget: 50,000 cars. Instrument depend on Tollway location, transaction time and day","https://etoll.ie/wp-content/uploads/2022/12/LEVTI_FAQs-Jan-2023.pdf
https://mcmahonandco.ie/2023/05/31/low-emissions-vehicle-toll-incentive/ 
https://alternative-fuels-observatory.ec.europa.eu/system/files/documents/2022-12/2019%20Ireland%20NIR.pdf https://www.eflow.ie/wp-content/uploads/2021/05/eflow_LEVTI_DRW_Leaflet-option-2-modification_V4.0.pdf",,,,
IRL,2019,,,,fee decrease,decreased user charge - road toll,Electric Vehicle Toll Incentive Scheme /Low Emissions Vehicle Toll Incentive (LEVTI),no,,individuals,Electric vehicles,,,,,,,,50,% toll reduction,,,,,,,,,,,,,yes,500,EUR,EUR per year,,,,,,,"extension of ""Electric Vehicle Toll Incentive Scheme""","https://etoll.ie/wp-content/uploads/2022/12/LEVTI_FAQs-Jan-2023.pdf
https://mcmahonandco.ie/2023/05/31/low-emissions-vehicle-toll-incentive/ 
https://alternative-fuels-observatory.ec.europa.eu/system/files/documents/2022-12/2019%20Ireland%20NIR.pdf",,,,
IRL,2020,,,,fee decrease,decreased user charge - road toll,Electric Vehicle Toll Incentive Scheme /Low Emissions Vehicle Toll Incentive (LEVTI),no,,individuals,Plug-in Hybrid Vehicles,,,,,,,,25,% toll reduction,,,,,,,,,,,,,yes,500,EUR,EUR per year,,,,,,,"Collective budget: 50,000 cars. Instrument depend on Tollway location, transaction time and day","https://etoll.ie/wp-content/uploads/2022/12/LEVTI_FAQs-Jan-2023.pdf
https://mcmahonandco.ie/2023/05/31/low-emissions-vehicle-toll-incentive/ 
https://alternative-fuels-observatory.ec.europa.eu/system/files/documents/2022-12/2019%20Ireland%20NIR.pdf https://www.eflow.ie/wp-content/uploads/2021/05/eflow_LEVTI_DRW_Leaflet-option-2-modification_V4.0.pdf",,,,
IRL,2020,,,,fee decrease,decreased user charge - road toll,Electric Vehicle Toll Incentive Scheme /Low Emissions Vehicle Toll Incentive (LEVTI),no,,individuals,Electric vehicles,,,,,,,,50,% toll reduction,,,,,,,,,,,,,yes,500,EUR,EUR per year,,,,,,,"extension of ""Electric Vehicle Toll Incentive Scheme""","https://etoll.ie/wp-content/uploads/2022/12/LEVTI_FAQs-Jan-2023.pdf
https://mcmahonandco.ie/2023/05/31/low-emissions-vehicle-toll-incentive/ 
https://alternative-fuels-observatory.ec.europa.eu/system/files/documents/2022-12/2019%20Ireland%20NIR.pdf",,,,
IRL,2021,,,,fee decrease,decreased user charge - road toll,Electric Vehicle Toll Incentive Scheme /Low Emissions Vehicle Toll Incentive (LEVTI),no,,individuals,Plug-in Hybrid Vehicles,,,,,,,,25,% toll reduction,,,,,,,,,,,,,yes,500,EUR,EUR per year,,,,,,,"Collective budget: 50,000 cars. Instrument depend on Tollway location, transaction time and day","https://etoll.ie/wp-content/uploads/2022/12/LEVTI_FAQs-Jan-2023.pdf
https://mcmahonandco.ie/2023/05/31/low-emissions-vehicle-toll-incentive/ 
https://alternative-fuels-observatory.ec.europa.eu/system/files/documents/2022-12/2019%20Ireland%20NIR.pdf https://www.eflow.ie/wp-content/uploads/2021/05/eflow_LEVTI_DRW_Leaflet-option-2-modification_V4.0.pdf",,,,
IRL,2021,,,,fee decrease,decreased user charge - road toll,Electric Vehicle Toll Incentive Scheme /Low Emissions Vehicle Toll Incentive (LEVTI),no,,individuals,Electric vehicles,,,,,,,,50,% toll reduction,,,,,,,,,,,,,yes,500,EUR,EUR per year,,,,,,,"extension of ""Electric Vehicle Toll Incentive Scheme""","https://etoll.ie/wp-content/uploads/2022/12/LEVTI_FAQs-Jan-2023.pdf
https://mcmahonandco.ie/2023/05/31/low-emissions-vehicle-toll-incentive/ 
https://alternative-fuels-observatory.ec.europa.eu/system/files/documents/2022-12/2019%20Ireland%20NIR.pdf",,,,
IRL,2022,,,,fee decrease,decreased user charge - road toll,Electric Vehicle Toll Incentive Scheme /Low Emissions Vehicle Toll Incentive (LEVTI),no,,individuals,Plug-in Hybrid Vehicles,,,,,,,,25,% toll reduction,,,,,,,,,,,,,yes,500,EUR,EUR per year,,,,,,,"Collective budget: 50,000 cars. Instrument depend on Tollway location, transaction time and day","https://etoll.ie/wp-content/uploads/2022/12/LEVTI_FAQs-Jan-2023.pdf
https://mcmahonandco.ie/2023/05/31/low-emissions-vehicle-toll-incentive/ 
https://alternative-fuels-observatory.ec.europa.eu/system/files/documents/2022-12/2019%20Ireland%20NIR.pdf https://www.eflow.ie/wp-content/uploads/2021/05/eflow_LEVTI_DRW_Leaflet-option-2-modification_V4.0.pdf",,,,
IRL,2022,,2023_December,,fee decrease,decreased user charge - road toll,Electric Vehicle Toll Incentive Scheme /Low Emissions Vehicle Toll Incentive (LEVTI),yes,Extended,individuals,Electric vehicles,,,,,,,,50,% toll reduction,,,,,,,,,,,,,yes,500,EUR,EUR per year,,,,,,,"extension of ""Electric Vehicle Toll Incentive Scheme""","https://etoll.ie/wp-content/uploads/2022/12/LEVTI_FAQs-Jan-2023.pdf
https://mcmahonandco.ie/2023/05/31/low-emissions-vehicle-toll-incentive/ 
https://alternative-fuels-observatory.ec.europa.eu/system/files/documents/2022-12/2019%20Ireland%20NIR.pdf",,,,
IRL,2023,December,,,fee decrease,decreased user charge - road toll,Electric Vehicle Toll Incentive Scheme /Low Emissions Vehicle Toll Incentive (LEVTI),yes,Ended,individuals,Plug-in Hybrid Vehicles,,,,,,,,25,% toll reduction,,,,,,,,,,,,,yes,500,EUR,EUR per year,,,,,,,"extension of ""Electric Vehicle Toll Incentive Scheme""","https://etoll.ie/wp-content/uploads/2022/12/LEVTI_FAQs-Jan-2023.pdf
https://mcmahonandco.ie/2023/05/31/low-emissions-vehicle-toll-incentive/ 
https://alternative-fuels-observatory.ec.europa.eu/system/files/documents/2022-12/2019%20Ireland%20NIR.pdf",,,,
IRL,2023,,2023_December,,fee decrease,decreased user charge - road toll,Electric Vehicle Toll Incentive Scheme /Low Emissions Vehicle Toll Incentive (LEVTI),yes,Ended,individuals,Electric vehicles,,,,,,,,50,% toll reduction,,,,,,,,,,,,,yes,500,EUR,EUR per year,,,,,,,"extension of ""Electric Vehicle Toll Incentive Scheme""","https://etoll.ie/wp-content/uploads/2022/12/LEVTI_FAQs-Jan-2023.pdf
https://mcmahonandco.ie/2023/05/31/low-emissions-vehicle-toll-incentive/ 
https://alternative-fuels-observatory.ec.europa.eu/system/files/documents/2022-12/2019%20Ireland%20NIR.pdf",,,,
FRA,2022,,,,feebate,,Bonus-Malus,yes,Level of support changed,individuals,Multiple,,EV + PHEV,group,0,20,gCO2/km,,6000,EUR,21,128,gCO2/km,,0,EUR,223,,gCO2/km,,-40000,EUR,yes,50,% vehicle purchase price,only for Malus,,,,,,,vehicle price to be eligible for the bonus is not more than 45000 eur,https://web.archive.org/web/20220702034321/https://alternative-fuels-observatory.ec.europa.eu/transport-mode/road/france/incentives-legislations; https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000051214838,,,,
FRA,2023,,,,feebate,,Bonus-Malus,yes,Level of support changed,individuals,Electric vehicles,,,group,0,20,gCO2/km,,5000,EUR,21,123,gCO2/km,,0,EUR,226,,gCO2/km,,-50000,EUR,yes,50,% vehicle purchase price,only for Malus,,,,,,,"7000 is the max bonus for low-income households <€14,089 for everyone else it dropped to 5000; vehicle price to be eligible for the bonus is not more than 47000 eur",https://web.archive.org/web/20230801194542/https://alternative-fuels-observatory.ec.europa.eu/transport-mode/road/france/incentives-legislations; https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000051214838,,,,
FRA,2024,,,,feebate,,Bonus-Malus,yes,Level of support changed,individuals,Electric vehicles,,,group,0,20,gCO2/km,,4000,EUR,21,118,gCO2/km,,0,EUR,193,,gCO2/km,,-60000,EUR,yes,50,% vehicle purchase price,only for Malus,,,,,,,"7000 is the max bonus for low-income households <€15,400 for everyone else it dropped to 4000; vehicle price to be eligible for the bonus is not more than 47000 eur",https://web.archive.org/web/20241015211329/https://alternative-fuels-observatory.ec.europa.eu/transport-mode/road/france/incentives-legislations; https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000051214838,,,,
FRA,2008,,,,feebate,,Bonus-Malus,yes,Introduced,individuals,All vehicles,,,group,0,60,gCO2/km,,5000,EUR,131,160,gCO2/km,,0,EUR,251,,gCO2/km,,-2600,EUR,,,,,,,,,,,,https://theicct.org/wp-content/uploads/2021/06/EU_vehicle_taxation_Report_20181214_0.pdf,,211000310,,
FRA,2009,,,,feebate,,Bonus-Malus,yes,Introduced,individuals,All vehicles,,,group,0,60,gCO2/km,,5000,EUR,131,160,gCO2/km,,0,EUR,251,,gCO2/km,,-2600,EUR,,,,,,,,,,,,https://theicct.org/wp-content/uploads/2021/06/EU_vehicle_taxation_Report_20181214_0.pdf,,211000310,,
